sentence#,token,pos,tag
372,to,ADP,O
372,13,NUM,O
372,closely,ADV,O
372,related,VERB,O
372,but,CCONJ,O
372,noncentrocytic,ADJ,B-DiseaseClass
372,lymphomas,NOUN,L-DiseaseClass
372,.,PUNCT,O
373,Three,NUM,O
373,of,ADP,O
373,the,DET,O
373,seven,NUM,O
373,centrocytic,ADJ,B-DiseaseClass
373,lymphomas,NOUN,L-DiseaseClass
373,had,VERB,O
373,detectable,ADJ,O
373,BCL1,PROPN,O
373,DNA,PROPN,O
373,rearrangement,NOUN,O
373,.,PUNCT,O
374,Also,ADV,O
374,",",PUNCT,O
374,two,NUM,O
374,unusual,ADJ,O
374,cases,NOUN,O
374,of,ADP,O
374,CLL,PROPN,O
374,with,ADP,O
374,BCL1,PROPN,O
374,rearrangement,NOUN,O
374,overexpressed,VERB,O
374,PRAD1,PROPN,O
374,",",PUNCT,O
374,in,ADP,O
374,contrast,NOUN,O
374,to,ADP,O
374,five,NUM,O
374,CLL,PROPN,O
374,controls,NOUN,O
374,.,PUNCT,O
375,Thus,ADV,O
375,",",PUNCT,O
375,PRAD1,PROPN,O
375,is,AUX,O
375,an,DET,O
375,excellent,ADJ,O
375,candidate,NOUN,O
375,"""",PUNCT,O
375,BCL1,PROPN,O
375,oncogene,NOUN,O
375,.,PUNCT,O
376,"""",PUNCT,O
377,Its,PRON,O
377,overexpression,NOUN,O
377,may,AUX,O
377,be,AUX,O
377,a,DET,O
377,key,ADJ,O
377,consequence,NOUN,O
377,of,ADP,O
377,rearrangement,NOUN,O
377,of,ADP,O
377,the,DET,O
377,BCL1,PROPN,O
377,vicinity,NOUN,O
377,in,ADP,O
377,B,PROPN,O
377,-,PUNCT,O
377,cell,NOUN,O
377,neoplasms,NOUN,O
377,and,CCONJ,O
377,a,DET,O
377,unifying,ADJ,O
377,pathogenetic,ADJ,O
377,feature,NOUN,O
377,in,ADP,O
377,centrocytic,ADJ,B-DiseaseClass
377,lymphoma,NOUN,L-DiseaseClass
377,.,PUNCT,O
378,Heterozygous,ADJ,O
378,C2,NOUN,O
378,deficiency,NOUN,O
378,associated,VERB,O
378,with,ADP,O
378,angioedema,PROPN,O
378,",",PUNCT,O
378,myasthenia,PROPN,O
378,gravis,PROPN,O
378,",",PUNCT,O
378,and,CCONJ,O
378,systemic,ADJ,O
378,lupus,PROPN,O
378,erythematosus,PROPN,O
378,.,PUNCT,O
379,We,PRON,O
379,describe,VERB,O
379,a,DET,O
379,patient,NOUN,O
379,with,ADP,O
379,myasthenia,PROPN,O
379,gravis,PROPN,O
379,",",PUNCT,O
379,systemic,PROPN,O
379,lupus,PROPN,O
379,erythematosus,PROPN,O
379,",",PUNCT,O
379,and,CCONJ,O
379,angioedema,VERB,O
379,associated,VERB,O
379,with,ADP,O
379,heterozygous,ADJ,O
379,complement,NOUN,O
379,factor,NOUN,O
379,2,NUM,O
379,(,PUNCT,O
379,C2,PROPN,O
379,),PUNCT,O
379,deficiency,NOUN,O
379,.,PUNCT,O
380,The,DET,O
380,significance,NOUN,O
380,of,ADP,O
380,this,DET,O
380,association,NOUN,O
380,is,AUX,O
380,controversial,ADJ,O
380,",",PUNCT,O
380,though,SCONJ,O
380,the,DET,O
380,association,NOUN,O
380,of,ADP,O
380,C2,PROPN,O
380,deficiency,NOUN,O
380,with,ADP,O
380,certain,ADJ,O
380,histocompatibility,NOUN,O
380,antigens,NOUN,O
380,suggests,VERB,O
380,possible,ADJ,O
380,linkage,NOUN,O
380,to,ADP,O
380,immune,ADJ,O
380,response,NOUN,O
380,genes,NOUN,O
380,.,PUNCT,O
381,To,ADP,O
381,our,PRON,O
381,knowledge,NOUN,O
381,this,PRON,O
381,is,AUX,O
381,the,DET,O
381,first,ADJ,O
381,report,NOUN,O
381,of,ADP,O
381,heterozygous,ADJ,O
381,C2,NOUN,O
381,deficiency,NOUN,O
381,in,ADP,O
381,association,NOUN,O
381,with,ADP,O
381,this,DET,O
381,combination,NOUN,O
381,of,ADP,O
381,autoimmune,ADJ,B-DiseaseClass
381,disorders,NOUN,L-DiseaseClass
381,",",PUNCT,O
381,and,CCONJ,O
381,we,PRON,O
381,discuss,VERB,O
381,the,DET,O
381,aetiological,ADJ,O
381,implications,NOUN,O
381,..,PUNCT,O
382,Inherited,VERB,O
382,C3,NOUN,O
382,deficiency,NOUN,O
382,with,ADP,O
382,recurrent,ADJ,O
382,infections,NOUN,O
382,and,CCONJ,O
382,glomerulonephritis,NOUN,O
382,.,PUNCT,O
383,A,DET,O
383,10,NUM,O
383,-,PUNCT,O
383,year,NOUN,O
383,-,PUNCT,O
383,old,ADJ,O
383,Laotian,ADJ,O
383,boy,NOUN,O
383,had,VERB,O
383,homozygous,ADJ,O
383,deficiency,NOUN,O
383,of,ADP,O
383,the,DET,O
383,third,ADJ,O
383,component,NOUN,O
383,of,ADP,O
383,complement,NOUN,O
383,and,CCONJ,O
383,recurrent,ADJ,O
383,bacterial,ADJ,B-DiseaseClass
383,infections,NOUN,L-DiseaseClass
383,beginning,VERB,O
383,at,ADP,O
383,age,NOUN,O
383,5,NUM,O
383,months,NOUN,O
383,.,PUNCT,O
384,Cellular,ADJ,O
384,and,CCONJ,O
384,humoral,ADJ,O
384,immunity,NOUN,O
384,were,AUX,O
384,normal,ADJ,O
384,",",PUNCT,O
384,as,SCONJ,O
384,were,AUX,O
384,polymorphonuclear,VERB,O
384,leukocyte,ADJ,O
384,chemotaxis,NOUN,O
384,and,CCONJ,O
384,bactericidal,ADJ,O
384,activities,NOUN,O
384,.,PUNCT,O
385,Serum,PROPN,O
385,complement,NOUN,O
385,-,PUNCT,O
385,mediated,VERB,O
385,hemolytic,ADJ,O
385,",",PUNCT,O
385,chemotactic,ADJ,O
385,",",PUNCT,O
385,and,CCONJ,O
385,opsonic,ADJ,O
385,activities,NOUN,O
385,were,AUX,O
385,deficient,ADJ,O
385,.,PUNCT,O
386,In,ADP,O
386,vitro,X,O
386,addition,NOUN,O
386,of,ADP,O
386,purified,ADJ,O
386,C3,NOUN,O
386,to,PART,O
386,patient,VERB,O
386,serum,PROPN,O
386,restored,VERB,O
386,hemolytic,ADJ,O
386,complement,NOUN,O
386,to,ADP,O
386,normal,ADJ,O
386,levels,NOUN,O
386,",",PUNCT,O
386,and,CCONJ,O
386,plasma,VERB,O
386,infusion,NOUN,O
386,during,ADP,O
386,each,PRON,O
386,of,ADP,O
386,four,NUM,O
386,episodes,NOUN,O
386,of,ADP,O
386,pneumonia,NOUN,O
386,significantly,ADV,O
386,enhanced,VERB,O
386,serum,VERB,O
386,opsonic,ADJ,O
386,activity,NOUN,O
386,for,ADP,O
386,as,ADV,O
386,long,ADJ,O
386,as,ADP,O
386,36,NUM,O
386,hours,NOUN,O
386,.,PUNCT,O
387,A,DET,O
387,renal,ADJ,O
387,biopsy,ADJ,O
387,specimen,NOUN,O
387,revealed,VERB,O
387,mesangiopathic,ADJ,O
387,glomerulonephritis,NOUN,O
387,",",PUNCT,O
387,although,SCONJ,O
387,significant,ADJ,O
387,levels,NOUN,O
387,of,ADP,O
387,circulating,VERB,O
387,IgG,PROPN,O
387,immune,ADJ,O
387,complexes,NOUN,O
387,were,AUX,O
387,not,PART,O
387,detected,VERB,O
387,.,PUNCT,O
388,These,DET,O
388,findings,NOUN,O
388,further,ADV,O
388,support,VERB,O
388,the,DET,O
388,association,NOUN,O
388,of,ADP,O
388,C3,PROPN,O
388,deficiency,NOUN,O
388,with,ADP,O
388,immune,ADJ,B-DiseaseClass
388,-,PUNCT,I-DiseaseClass
388,complex,ADJ,I-DiseaseClass
388,disease,NOUN,L-DiseaseClass
388,and,CCONJ,O
388,suggest,VERB,O
388,that,SCONJ,O
388,plasma,NOUN,O
388,infusion,NOUN,O
388,may,AUX,O
388,be,AUX,O
388,an,DET,O
388,adjunct,ADJ,O
388,to,ADP,O
388,antibiotic,ADJ,O
388,therapy,NOUN,O
388,in,ADP,O
388,the,DET,O
388,management,NOUN,O
388,of,ADP,O
388,severe,ADJ,O
388,pyogenic,ADJ,B-DiseaseClass
388,infections,NOUN,L-DiseaseClass
388,in,ADP,O
388,patients,NOUN,O
388,with,ADP,O
388,C3,NOUN,O
388,deficiency,NOUN,O
388,..,PUNCT,O
389,New,ADJ,O
389,genetic,ADJ,O
389,variants,NOUN,O
389,of,ADP,O
389,glucose,NOUN,O
389,6,NUM,O
389,-,PUNCT,O
389,phosphate,NOUN,O
389,dehydrogenase,NOUN,O
389,(,PUNCT,O
389,G6PD,PROPN,O
389,),PUNCT,O
389,in,ADP,O
389,Italy,PROPN,O
389,.,PUNCT,O
390,Six,NUM,O
390,new,ADJ,O
390,variants,NOUN,O
390,of,ADP,O
390,human,ADJ,O
390,erythrocyte,PROPN,O
390,G6PD,PROPN,O
390,have,AUX,O
390,been,AUX,O
390,characterized,VERB,O
390,.,PUNCT,O
391,All,PRON,O
391,of,ADP,O
391,them,PRON,O
391,were,AUX,O
391,found,VERB,O
391,in,ADP,O
391,Italian,ADJ,O
391,males,NOUN,O
391,and,CCONJ,O
391,all,PRON,O
391,were,AUX,O
391,associated,VERB,O
391,with,ADP,O
391,enzyme,NOUN,B-DiseaseClass
391,deficiency,NOUN,L-DiseaseClass
391,",",PUNCT,O
391,but,CCONJ,O
391,only,ADV,O
391,two,NUM,O
391,with,ADP,O
391,signs,NOUN,O
391,of,ADP,O
391,haemolysis,NOUN,O
391,.,PUNCT,O
392,These,PRON,O
392,and,CCONJ,O
392,other,ADJ,O
392,variants,NOUN,O
392,reported,VERB,O
392,in,ADP,O
392,the,DET,O
392,literature,NOUN,O
392,",",PUNCT,O
392,which,PRON,O
392,must,AUX,O
392,thus,ADV,O
392,far,ADV,O
392,be,AUX,O
392,regarded,VERB,O
392,as,ADP,O
392,sporadic,ADJ,O
392,",",PUNCT,O
392,are,AUX,O
392,found,VERB,O
392,to,PART,O
392,map,VERB,O
392,in,ADP,O
392,parts,NOUN,O
392,of,ADP,O
392,Italy,PROPN,O
392,where,SCONJ,O
392,common,ADJ,O
392,types,NOUN,O
392,of,ADP,O
392,G6PD,NOUN,O
392,deficiency,NOUN,O
392,are,AUX,O
392,also,ADV,O
392,prevalent,ADJ,O
392,..,PUNCT,O
393,ATM,PROPN,O
393,-,PUNCT,O
393,heterozygous,ADJ,O
393,germline,NOUN,O
393,mutations,NOUN,O
393,contribute,VERB,O
393,to,ADP,O
393,breast,NOUN,O
393,cancer,NOUN,O
393,-,PUNCT,O
393,susceptibility,NOUN,O
393,.,PUNCT,O
394,Approximately,ADV,O
394,0,NUM,O
394,.,PUNCT,O
395,5,NUM,O
395,%,NOUN,O
395,-1,NOUN,O
395,%,NOUN,O
395,of,ADP,O
395,the,DET,O
395,general,ADJ,O
395,population,NOUN,O
395,has,AUX,O
395,been,AUX,O
395,estimated,VERB,O
395,to,PART,O
395,be,AUX,O
395,heterozygous,ADJ,O
395,for,ADP,O
395,a,DET,O
395,germline,NOUN,O
395,mutation,NOUN,O
395,in,ADP,O
395,the,DET,O
395,ATM,PROPN,O
395,gene,NOUN,O
395,.,PUNCT,O
396,Mutations,NOUN,O
396,in,ADP,O
396,the,DET,O
396,ATM,PROPN,O
396,gene,NOUN,O
396,are,AUX,O
396,responsible,ADJ,O
396,for,ADP,O
396,the,DET,O
396,autosomal,ADJ,B-DiseaseClass
396,recessive,ADJ,I-DiseaseClass
396,disorder,NOUN,L-DiseaseClass
396,ataxia,PROPN,O
396,-,PUNCT,O
396,telangiectasia,PROPN,O
396,(,PUNCT,O
396,A,PROPN,O
396,-,PUNCT,O
396,T,PROPN,O
396,),PUNCT,O
396,(,PUNCT,O
396,MIM,PROPN,O
396,208900,NUM,O
396,),PUNCT,O
396,.,PUNCT,O
397,The,DET,O
397,finding,NOUN,O
397,that,SCONJ,O
397,ATM,PROPN,O
397,-,PUNCT,O
397,heterozygotes,NOUN,O
397,have,VERB,O
397,an,DET,O
397,increased,VERB,O
397,relative,ADJ,O
397,risk,NOUN,O
397,for,ADP,O
397,breast,NOUN,O
397,cancer,NOUN,O
397,was,AUX,O
397,supported,VERB,O
397,by,ADP,O
397,some,DET,O
397,studies,NOUN,O
397,but,CCONJ,O
397,not,PART,O
397,confirmed,VERB,O
397,by,ADP,O
397,others,NOUN,O
397,.,PUNCT,O
398,In,ADP,O
398,view,NOUN,O
398,of,ADP,O
398,this,DET,O
398,discrepancy,NOUN,O
398,",",PUNCT,O
398,we,PRON,O
398,examined,VERB,O
398,the,DET,O
398,frequency,NOUN,O
398,of,ADP,O
398,ATM,PROPN,O
398,germline,VERB,O
398,mutations,NOUN,O
398,in,ADP,O
398,a,DET,O
398,selected,VERB,O
398,group,NOUN,O
398,of,ADP,O
398,Dutch,ADJ,O
398,patients,NOUN,O
398,with,ADP,O
398,breast,NOUN,O
398,cancer,NOUN,O
398,.,PUNCT,O
399,We,PRON,O
399,have,AUX,O
399,analyzed,VERB,O
399,ATM,PROPN,O
399,germline,NOUN,O
399,mutations,NOUN,O
399,in,ADP,O
399,normal,ADJ,O
399,blood,NOUN,O
399,lymphocytes,NOUN,O
399,",",PUNCT,O
399,using,VERB,O
399,the,DET,O
399,protein,NOUN,O
399,-,PUNCT,O
399,truncation,NOUN,O
399,test,NOUN,O
399,followed,VERB,O
399,by,ADP,O
399,genomic,ADJ,O
399,-,PUNCT,O
399,sequence,NOUN,O
399,analysis,NOUN,O
399,.,PUNCT,O
400,A,DET,O
400,high,ADJ,O
400,percentage,NOUN,O
400,of,ADP,O
400,ATM,PROPN,O
400,germline,NOUN,O
400,mutations,NOUN,O
400,was,AUX,O
400,demonstrated,VERB,O
400,among,ADP,O
400,patients,NOUN,O
400,with,ADP,O
400,sporadic,ADJ,O
400,breast,NOUN,O
400,cancer,NOUN,O
400,.,PUNCT,O
401,The,DET,O
401,82,NUM,O
401,patients,NOUN,O
401,included,VERB,O
401,in,ADP,O
401,this,DET,O
401,study,NOUN,O
401,had,AUX,O
401,developed,VERB,O
401,breast,NOUN,O
401,cancer,NOUN,O
401,at,ADP,O
401,age,NOUN,O
401,<,X,O
401,45,NUM,O
401,and,CCONJ,O
401,had,AUX,O
401,survived,VERB,O
401,>,PUNCT,O
401,/=,PROPN,O
401,5,NUM,O
401,years,NOUN,O
401,(,PUNCT,O
401,mean,VERB,O
401,15,NUM,O
401,years,NOUN,O
401,),PUNCT,O
401,",",PUNCT,O
401,and,CCONJ,O
401,in,ADP,O
401,33,NUM,O
401,(,PUNCT,O
401,40,NUM,O
401,%,NOUN,O
401,),PUNCT,O
401,of,ADP,O
401,the,DET,O
401,patients,NOUN,O
401,a,DET,O
401,contralateral,ADJ,O
401,breast,NOUN,O
401,tumor,NOUN,O
401,had,AUX,O
401,been,AUX,O
401,diagnosed,VERB,O
401,.,PUNCT,O
402,Among,ADP,O
402,these,DET,O
402,patients,NOUN,O
402,we,PRON,O
402,identified,VERB,O
402,seven,NUM,O
402,(,PUNCT,O
402,8,NUM,O
402,.,SYM,O
402,5,NUM,O
402,%,NOUN,O
402,),PUNCT,O
402,ATM,PROPN,O
402,germline,NOUN,O
402,mutations,NOUN,O
402,",",PUNCT,O
402,of,ADP,O
402,which,PRON,O
402,five,NUM,O
402,are,AUX,O
402,distinct,ADJ,O
402,.,PUNCT,O
403,One,NUM,O
403,splice,NOUN,O
403,-,PUNCT,O
403,site,NOUN,O
403,mutation,NOUN,O
403,(,PUNCT,O
403,IVS10,PROPN,O
403,-,PROPN,O
403,6T--,PROPN,O
403,>,X,O
403,G,NOUN,O
403,),PUNCT,O
403,was,AUX,O
403,detected,VERB,O
403,three,NUM,O
403,times,NOUN,O
403,in,ADP,O
403,our,PRON,O
403,series,NOUN,O
403,.,PUNCT,O
404,Four,NUM,O
404,heterozygous,ADJ,O
404,carriers,NOUN,O
404,were,AUX,O
404,patients,NOUN,O
404,with,ADP,O
404,bilateral,ADJ,O
404,breast,NOUN,O
404,cancer,NOUN,O
404,.,PUNCT,O
405,Our,PRON,O
405,results,NOUN,O
405,indicate,VERB,O
405,that,SCONJ,O
405,the,DET,O
405,mutations,NOUN,O
405,identified,VERB,O
405,in,ADP,O
405,this,DET,O
405,study,NOUN,O
405,are,AUX,O
405,"""",PUNCT,O
405,A,PROPN,O
405,-,PUNCT,O
405,T,NOUN,O
405,disease,NOUN,O
405,-,PUNCT,O
405,causing,VERB,O
405,"""",PUNCT,O
405,mutations,NOUN,O
405,that,PRON,O
405,might,AUX,O
405,be,AUX,O
405,associated,VERB,O
405,with,ADP,O
405,an,DET,O
405,increased,VERB,O
405,risk,NOUN,O
405,of,ADP,O
405,breast,NOUN,O
405,cancer,NOUN,O
405,in,ADP,O
405,heterozygotes,NOUN,O
405,.,PUNCT,O
406,We,PRON,O
406,conclude,VERB,O
406,that,SCONJ,O
406,ATM,PROPN,O
406,heterozygotes,NOUN,O
406,have,VERB,O
406,an,DET,O
406,approximately,ADV,O
406,ninefold,ADJ,O
406,-,PUNCT,O
406,increased,VERB,O
406,risk,NOUN,O
406,of,ADP,O
406,developing,VERB,O
406,a,DET,O
406,type,NOUN,O
406,of,ADP,O
406,breast,NOUN,O
406,cancer,NOUN,O
406,characterized,VERB,O
406,by,ADP,O
406,frequent,ADJ,O
406,bilateral,ADJ,O
406,occurrence,NOUN,O
406,",",PUNCT,O
406,early,ADJ,O
406,age,NOUN,O
406,at,ADP,O
406,onset,NOUN,O
406,",",PUNCT,O
406,and,CCONJ,O
406,long,ADJ,O
406,-,PUNCT,O
406,term,NOUN,O
406,survival,NOUN,O
406,.,PUNCT,O
407,The,DET,O
407,specific,ADJ,O
407,characteristics,NOUN,O
407,of,ADP,O
407,our,PRON,O
407,population,NOUN,O
407,of,ADP,O
407,patients,NOUN,O
407,may,AUX,O
407,explain,VERB,O
407,why,SCONJ,O
407,such,DET,O
407,a,DET,O
407,high,ADJ,O
407,frequency,NOUN,O
407,was,AUX,O
407,not,PART,O
407,found,VERB,O
407,in,ADP,O
407,other,ADJ,O
407,series,NOUN,O
407,.,PUNCT,O
408,Constitutive,ADJ,O
408,and,CCONJ,O
408,regulated,ADJ,O
408,modes,NOUN,O
408,of,ADP,O
408,splicing,NOUN,O
408,produce,VERB,O
408,six,NUM,O
408,major,ADJ,O
408,myotonic,ADJ,O
408,dystrophy,NOUN,O
408,protein,NOUN,O
408,kinase,NOUN,O
408,(,PUNCT,O
408,DMPK,PROPN,O
408,),PUNCT,O
408,isoforms,NOUN,O
408,with,ADP,O
408,distinct,ADJ,O
408,properties,NOUN,O
408,.,PUNCT,O
409,Myotonic,ADJ,O
409,dystrophy,NOUN,O
409,(,PUNCT,O
409,DM,PROPN,O
409,),PUNCT,O
409,is,AUX,O
409,the,DET,O
409,most,ADV,O
409,prevalent,ADJ,O
409,inherited,VERB,B-DiseaseClass
409,neuromuscular,ADJ,I-DiseaseClass
409,disease,NOUN,L-DiseaseClass
409,in,ADP,O
409,adults,NOUN,O
409,.,PUNCT,O
410,The,DET,O
410,genetic,ADJ,B-DiseaseClass
410,defect,NOUN,L-DiseaseClass
410,is,AUX,O
410,a,DET,O
410,CTG,PROPN,O
410,triplet,NOUN,O
410,repeat,NOUN,O
410,expansion,NOUN,O
410,in,ADP,O
410,the,DET,O
410,3,NUM,O
410,-,PUNCT,O
410,untranslated,ADJ,O
410,region,NOUN,O
410,of,ADP,O
410,the,DET,O
410,myotonic,ADJ,O
410,dystrophy,NOUN,O
410,protein,NOUN,O
410,kinase,NOUN,O
410,(,PUNCT,O
410,DMPK,PROPN,O
410,),PUNCT,O
410,gene,NOUN,O
410,",",PUNCT,O
410,consisting,VERB,O
410,of,ADP,O
410,15,NUM,O
410,exons,NOUN,O
410,.,PUNCT,O
411,Using,VERB,O
411,a,DET,O
411,transgenic,ADJ,O
411,DMPK,PROPN,O
411,-,PUNCT,O
411,overexpressor,NOUN,O
411,mouse,NOUN,O
411,model,NOUN,O
411,",",PUNCT,O
411,we,PRON,O
411,demonstrate,VERB,O
411,here,ADV,O
411,that,SCONJ,O
411,the,DET,O
411,endogenous,ADJ,O
411,mouse,NOUN,O
411,DMPK,PROPN,O
411,gene,NOUN,O
411,and,CCONJ,O
411,the,DET,O
411,human,ADJ,O
411,DMPK,PROPN,O
411,transgene,NOUN,O
411,produce,VERB,O
411,six,NUM,O
411,major,ADJ,O
411,alternatively,ADV,O
411,spliced,VERB,O
411,mRNAs,NOUN,O
411,which,PRON,O
411,have,VERB,O
411,almost,ADV,O
411,identical,ADJ,O
411,cell,NOUN,O
411,type,NOUN,O
411,-,PUNCT,O
411,dependent,ADJ,O
411,distribution,NOUN,O
411,frequencies,NOUN,O
411,and,CCONJ,O
411,expression,NOUN,O
411,patterns,NOUN,O
411,.,PUNCT,O
412,Use,NOUN,O
412,of,ADP,O
412,a,DET,O
412,cryptic,ADJ,O
412,5,NUM,O
412,splice,NOUN,O
412,site,NOUN,O
412,in,ADP,O
412,exon,PROPN,O
412,8,NUM,O
412,",",PUNCT,O
412,which,PRON,O
412,results,VERB,O
412,in,ADP,O
412,absence,NOUN,O
412,or,CCONJ,O
412,presence,NOUN,O
412,of,ADP,O
412,15,NUM,O
412,nucleotides,NOUN,O
412,specifying,VERB,O
412,a,DET,O
412,VSGGG,NOUN,O
412,peptide,ADJ,O
412,motif,NOUN,O
412,",",PUNCT,O
412,and/or,CCONJ,O
412,use,NOUN,O
412,of,ADP,O
412,a,DET,O
412,cryptic,ADJ,O
412,3,NUM,O
412,splice,NOUN,O
412,site,NOUN,O
412,in,ADP,O
412,exon,PROPN,O
412,14,NUM,O
412,",",PUNCT,O
412,which,PRON,O
412,leads,VERB,O
412,to,ADP,O
412,a,DET,O
412,frameshift,NOUN,O
412,in,ADP,O
412,the,DET,O
412,mRNA,ADJ,O
412,reading,NOUN,O
412,frame,NOUN,O
412,",",PUNCT,O
412,occur,VERB,O
412,as,ADP,O
412,independent,ADJ,O
412,stochastic,ADJ,O
412,events,NOUN,O
412,in,ADP,O
412,all,DET,O
412,tissues,NOUN,O
412,examined,VERB,O
412,.,PUNCT,O
413,In,ADP,O
413,contrast,NOUN,O
413,",",PUNCT,O
413,the,DET,O
413,excision,NOUN,O
413,of,ADP,O
413,exons,NOUN,O
413,13/14,NUM,O
413,that,PRON,O
413,causes,VERB,O
413,a,DET,O
413,frameshift,NOUN,O
413,and,CCONJ,O
413,creates,VERB,O
413,a,DET,O
413,C,NOUN,O
413,-,PUNCT,O
413,terminally,ADV,O
413,truncated,ADJ,O
413,protein,NOUN,O
413,is,AUX,O
413,clearly,ADV,O
413,cell,NOUN,O
413,type,NOUN,O
413,dependent,ADJ,O
413,and,CCONJ,O
413,occurs,VERB,O
413,predominantly,ADV,O
413,in,ADP,O
413,smooth,ADJ,O
413,muscle,NOUN,O
413,.,PUNCT,O
414,We,PRON,O
414,generated,VERB,O
414,all,DET,O
414,six,NUM,O
414,full,ADJ,O
414,-,PUNCT,O
414,length,NOUN,O
414,mouse,NOUN,O
414,cDNAs,NOUN,O
414,that,DET,O
414,result,NOUN,O
414,from,ADP,O
414,combinations,NOUN,O
414,of,ADP,O
414,these,DET,O
414,three,NUM,O
414,major,ADJ,O
414,splicing,NOUN,O
414,events,NOUN,O
414,and,CCONJ,O
414,show,VERB,O
414,that,SCONJ,O
414,their,PRON,O
414,transfection,NOUN,O
414,into,ADP,O
414,cells,NOUN,O
414,in,ADP,O
414,culture,NOUN,O
414,leads,VERB,O
414,to,ADP,O
414,production,NOUN,O
414,of,ADP,O
414,four,NUM,O
414,different,ADJ,O
414,approximately,ADV,O
414,74,NUM,O
414,kDa,NUM,O
414,full,ADJ,O
414,-,PUNCT,O
414,length,NOUN,O
414,(,PUNCT,O
414,heart-,ADV,O
414,",",PUNCT,O
414,skeletal,ADJ,O
414,muscle-,NOUN,O
414,or,CCONJ,O
414,brain,NOUN,O
414,-,PUNCT,O
414,specific,ADJ,O
414,),PUNCT,O
414,and,CCONJ,O
414,two,NUM,O
414,C,NOUN,O
414,-,PUNCT,O
414,terminally,ADV,O
414,truncated,VERB,O
414,approximately,ADV,O
414,68,NUM,O
414,kDa,PROPN,O
414,(,PUNCT,O
414,smooth,ADJ,O
414,muscle,NOUN,O
414,-,PUNCT,O
414,specific,ADJ,O
414,),PUNCT,O
414,isoforms,NOUN,O
414,.,PUNCT,O
415,Information,NOUN,O
415,on,ADP,O
415,DMPK,PROPN,O
415,mRNA,ADJ,O
415,and,CCONJ,O
415,protein,NOUN,O
415,isoform,NOUN,O
415,expression,NOUN,O
415,patterns,NOUN,O
415,will,AUX,O
415,be,AUX,O
415,useful,ADJ,O
415,for,ADP,O
415,recognizing,VERB,O
415,differential,ADJ,O
415,effects,NOUN,O
415,of,ADP,O
415,(,PUNCT,O
415,CTG,PROPN,O
415,),PUNCT,O
415,(,PUNCT,O
415,n,CCONJ,O
415,),PUNCT,O
415,expansion,NOUN,O
415,in,ADP,O
415,DM,PROPN,O
415,manifestation,NOUN,O
415,..,PUNCT,O
416,Linkage,NOUN,O
416,analysis,NOUN,O
416,in,ADP,O
416,a,DET,O
416,large,ADJ,O
416,Brazilian,ADJ,O
416,family,NOUN,O
416,with,ADP,O
416,van,PROPN,O
416,der,NOUN,O
416,Woude,PROPN,O
416,syndrome,NOUN,O
416,suggests,VERB,O
416,the,DET,O
416,existence,NOUN,O
416,of,ADP,O
416,a,DET,O
416,susceptibility,NOUN,O
416,locus,NOUN,O
416,for,ADP,O
416,cleft,NOUN,O
416,palate,NOUN,O
416,at,ADP,O
416,17p11.2,NUM,O
416,-,SYM,O
416,11.1,NUM,O
416,.,PUNCT,O
417,van,PROPN,O
417,der,NOUN,O
417,Woude,PROPN,O
417,syndrome,NOUN,O
417,(,PUNCT,O
417,VWS,PROPN,O
417,),PUNCT,O
417,",",PUNCT,O
417,which,PRON,O
417,has,AUX,O
417,been,AUX,O
417,mapped,VERB,O
417,to,ADP,O
417,1q32,NOUN,O
417,-,PUNCT,O
417,41,NUM,O
417,",",PUNCT,O
417,is,AUX,O
417,characterized,VERB,O
417,by,ADP,O
417,pits,NOUN,O
417,and/or,CCONJ,O
417,sinuses,NOUN,O
417,of,ADP,O
417,the,DET,O
417,lower,ADJ,O
417,lip,NOUN,O
417,",",PUNCT,O
417,cleft,ADJ,O
417,lip,NOUN,O
417,/,SYM,O
417,palate,NOUN,O
417,(,PUNCT,O
417,CL,PROPN,O
417,/,SYM,O
417,P,PROPN,O
417,),PUNCT,O
417,",",PUNCT,O
417,cleft,NOUN,O
417,palate,NOUN,O
417,(,PUNCT,O
417,CP,PROPN,O
417,),PUNCT,O
417,",",PUNCT,O
417,bifid,PROPN,O
417,uvula,PROPN,O
417,",",PUNCT,O
417,and,CCONJ,O
417,hypodontia,PROPN,O
417,(,PUNCT,O
417,H,PROPN,O
417,),PUNCT,O
417,.,PUNCT,O
418,The,DET,O
418,expression,NOUN,O
418,of,ADP,O
418,VWS,PROPN,O
418,",",PUNCT,O
418,which,PRON,O
418,has,VERB,O
418,incomplete,ADJ,O
418,penetrance,NOUN,O
418,",",PUNCT,O
418,is,AUX,O
418,highly,ADV,O
418,variable,ADJ,O
418,.,PUNCT,O
419,Both,CCONJ,O
419,the,DET,O
419,occurrence,NOUN,O
419,of,ADP,O
419,CL,PROPN,O
419,/,SYM,O
419,P,PROPN,O
419,and,CCONJ,O
419,CP,PROPN,O
419,within,ADP,O
419,the,DET,O
419,same,ADJ,O
419,genealogy,NOUN,O
419,and,CCONJ,O
419,a,DET,O
419,recurrence,NOUN,O
419,risk,NOUN,O
419,<,X,O
419,40,NUM,O
419,%,NOUN,O
419,for,ADP,O
419,CP,PROPN,O
419,among,ADP,O
419,descendants,NOUN,O
419,with,ADP,O
419,VWS,PROPN,O
419,have,AUX,O
419,suggested,VERB,O
419,that,SCONJ,O
419,the,DET,O
